"species","PCA_percent"
"Sturnella_neglecta",0.835330379269529
"Sturnus_vulgaris",0.795815224666154
"Tachycineta_bicolor",0.822018082051914
"Tachycineta_thalassina",0.861940405433731
"Thryomanes_bewickii",0.832894327784741
"Thryothorus_ludovicianus",0.725010810214027
"Toxostoma_curvirostre",0.830866372291699
"Toxostoma_rufum",0.840355227958077
"Tringa_semipalmata",0.839256666673622
"Troglodytes_aedon",0.818056095624945
"Troglodytes_hiemalis",0.840731294119325
"Troglodytes_pacificus",0.845077193286079
"Turdus_migratorius",0.824441767961687
"Tympanuchus_phasianellus",0.837106874914086
"Tyrannus_forficatus",0.850970861791312
"Tyrannus_tyrannus",0.824088646409179
"Tyrannus_verticalis",0.815904534748434
"Tyrannus_vociferans",0.787184292364599
"Vermivora_chrysoptera",0.786661166209526
"Vermivora_cyanoptera",0.730262888623383
"Vireo_bellii",0.826014951088041
"Vireo_cassinii",0.842795773528776
"Vireo_flavifrons",0.758531752706202
"Vireo_gilvus",0.838401437626731
"Vireo_griseus",0.731870658817245
"Vireo_huttoni",0.866247830499606
"Vireo_olivaceus",0.823919402299793
"Vireo_plumbeus",0.819331506931846
"Vireo_solitarius",0.849301007800005
"Xanthocephalus_xanthocephalus",0.817501116043128
"Zenaida_asiatica",0.812942134116522
"Zonotrichia_albicollis",0.822892361098395
"Zonotrichia_leucophrys",0.82802784971082
