"species","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","niche_stability_NA","niche_expansion_NA","niche_unfilling_NA","niche_stability_A","niche_expansion_A","niche_unfilling_A","niche_centroid_hist_X","niche_centroid_hist_Y","niche_centroid_rec_X","niche_centroid_rec_Y","niche_centroids_dist","niche_stability_std","niche_unfilling_std","niche_expansion_std","niche_abandonment_std","niche_pioneering_std"
"Antrostomus carolinensis",0.868980287397045,0.999000999000999,0.997002997002997,0.997002997002997,0.997002997002997,0.999000999000999,1,1,0.999000999000999,0.000999000999000999,0.002997002997003,0.002997002997003,0.002997002997003,0.001998001998002,0.000999000999000999,0.000999000999000999,0.002997002997003,0.973303806641146,0.0266961933588538,0.0145876318358812,0.980576321154723,0.0194236788452766,0.0145876318358812,-3.18621756441257,0.336489744002105,-3.36910454570216,0.245149969594307,0.204427498918532,0.959479263123166,0.0142037290141585,0.0190057792173287,1.73472347597681e-18,0.0073112286453464
"Antrostomus vociferus",0.722560170747919,0.976023976023976,0.97002997002997,0.97002997002997,0.972027972027972,0.977022977022977,0.97002997002997,0.97002997002997,0.974025974025974,0.017982017982018,0.025974025974026,0.025974025974026,0.027972027972028,0.013986013986014,0.01998001998002,0.01998001998002,0.016983016983017,0.986685483386526,0.0133145166134739,0.124755091288975,0.986685483386526,0.0133145166134739,0.121790754712417,-0.625456702997814,0.144765874510676,-1.6250760383748,0.142684955354218,0.999621501311401,0.865028304329424,0.119962811365511,0.0116728521124978,0.00333603219256638,0
"Aphelocoma californica",0.726372637994529,0.972027972027972,0.93006993006993,0.93006993006993,0.963036963036963,0.971028971028971,0.918081918081918,0.918081918081918,1,0.020979020979021,0.0749250749250749,0.0749250749250749,0.034965034965035,0.021978021978022,0.0729270729270729,0.0729270729270729,0.000999000999000999,0.781030374561759,0.218969625438241,0.118503070861559,0.781030374561759,0.218969625438241,0.05557969439326,0.161538902896016,3.30027301703121,-1.13819290592528,2.44604092420247,1.5553183736073,0.706816763144267,0.0415965851796815,0.198163102127767,0.0534235495482847,2.77555756156289e-17
"Aphelocoma woodhouseii",0.622901982412863,0.999000999000999,0.995004995004995,0.995004995004995,1,0.997002997002997,0.987012987012987,0.987012987012987,1,0.00599400599400599,0.00999000999000999,0.00999000999000999,0.030969030969031,0.001998001998002,0.00799200799200799,0.00799200799200799,0.034965034965035,0.787804334661257,0.212195665338743,0,0.787804334661257,0.212195665338743,0,-0.261015169464542,0.858040749725039,-1.00859107908552,0.568147513654994,0.801815333455771,0.787804334661257,0,0.212195665338743,0,0
"Aquila chrysaetos",0.662084495016765,0.994005994005994,0.971028971028971,0.971028971028971,0.976023976023976,0.983016983016983,0.96003996003996,0.96003996003996,0.962037962037962,0.011988011988012,0.033966033966034,0.033966033966034,0.030969030969031,0.012987012987013,0.036963036963037,0.036963036963037,0.032967032967033,0.999127749108017,0.000872250891983343,0.135562277801033,0.999127749108017,0.000872250891983343,0.13505374765653,1.19768418527955,-0.475355316742192,0.924772163850134,-1.07838658772059,0.661912143126645,0.863785853393615,0.134872561569499,0.00075409574178859,0.000587489295097332,0
"Archilochus alexandri",0.864208701159003,0.999000999000999,1,1,1,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.002997002997003,0.002997002997003,0.002997002997003,0.002997002997003,0.001998001998002,0.001998001998002,0.001998001998002,0.000999000999000999,0.994702747410014,0.00529725258998622,0.0457362675735377,0.994702747410014,0.00529725258998622,0.0457362675735377,-0.55167124789771,1.70520857384313,-0.479727255622935,2.0362058253499,0.338725727587189,0.949438783162418,0.0455050158104554,0.00505620102712692,0,0
"Archilochus colubris",0.846263904674952,1,0.998001998001998,0.998001998001998,0.991008991008991,1,1,1,0.998001998001998,0.000999000999000999,0.003996003996004,0.003996003996004,0.013986013986014,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.985542429806538,0.0144575701934626,0.00946906334718844,0.9880582182365,0.0119417817635005,0.00698084389812752,-0.329386980105316,0.639369739728244,-0.558547586142976,0.636778117142662,0.229175260155134,0.976343927247333,0.00686361839559436,0.0118002015368248,0.00246982304843415,0.00252242977181418
"Ardea alba",0.836558916446722,0.998001998001998,0.992007992007992,0.992007992007992,0.993006993006993,0.993006993006993,1,1,0.992007992007992,0.002997002997003,0.00799200799200799,0.00799200799200799,0.00699300699300699,0.002997002997003,0.000999000999000999,0.000999000999000999,0.003996003996004,0.97773204605582,0.0222679539441798,0.0240387183022853,0.987710543757043,0.0122894562429571,0.0236054938749325,-3.38841440402736,0.57170183115591,-3.01564887025946,0.719174774143258,0.40087705356957,0.954739686365273,0.0230819629537772,0.011879220762765,0.000434050235417659,0.00986507968276707
"Ardea herodias",0.841311217754946,1,0.995004995004995,0.995004995004995,0.997002997002997,1,1,1,1,0.000999000999000999,0.00999000999000999,0.00999000999000999,0.00799200799200799,0.001998001998002,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.994198061691158,0.00580193830884173,0.0109664623275457,0.995495092769682,0.00450490723031756,0.00520398019914347,0.158832521534762,-0.662954344071708,0.527304378147407,-0.574293503234975,0.378988461319664,0.983357793950112,0.00514414451458522,0.00444998239381567,0.00575938483107364,0.0012886943104139
"Artemisiospiza nevadensis",0.561906316289094,0.984015984015984,1,1,0.969030969030969,0.983016983016983,1,1,0.967032967032967,0.015984015984016,0.0529470529470529,0.0529470529470529,0.034965034965035,0.017982017982018,0.0609390609390609,0.0609390609390609,0.036963036963037,1,0,0.356560865211175,1,0,0.356560865211175,0.9858418049529,-0.367436699289027,1.37261829716265,-0.876740522230644,0.639520475816859,0.643439134788825,0.356560865211175,0,0,0
"Athene cunicularia",0.793990394526749,0.994005994005994,0.999000999000999,0.999000999000999,1,0.996003996003996,1,1,0.999000999000999,0.00599400599400599,0.001998001998002,0.001998001998002,0.001998001998002,0.00699300699300699,0.004995004995005,0.004995004995005,0.004995004995005,0.999153230295071,0.000846769704929529,0.06812940732867,0.999153230295071,0.000846769704929529,0.06812940732867,-0.697053507902199,1.90568218415589,-0.692471631506801,1.78068334752024,0.125082783593779,0.931135229999738,0.0680756446888987,0.000789125311363422,0,0
"Auriparus flaviceps",0.700816606127811,0.998001998001998,0.989010989010989,0.989010989010989,0.991008991008991,0.998001998001998,0.989010989010989,0.989010989010989,0.989010989010989,0.00699300699300699,0.014985014985015,0.014985014985015,0.013986013986014,0.00699300699300699,0.021978021978022,0.021978021978022,0.022977022977023,0.816274758334879,0.183725241665121,0.00946548153693567,0.816274758334879,0.183725241665121,0.00946548153693567,-0.0699295920607077,-2.52798537659235,0.223393263746358,-2.36346671585312,0.336310403452289,0.809956878475506,0.00773989369983761,0.182303227824656,0,0
"Aythya affinis",0.429020237779889,0.953046953046953,0.919080919080919,0.919080919080919,0.965034965034965,0.948051948051948,0.924075924075924,0.924075924075924,0.971028971028971,0.051948051948052,0.0849150849150849,0.0849150849150849,0.045954045954046,0.044955044955045,0.0779220779220779,0.0779220779220779,0.042957042957043,0.994551713707874,0.00544828629212596,0.369310874206055,0.994551713707874,0.00544828629212596,0.367730487061719,2.04188271458322,-0.0135766191487197,2.10466481353865,-0.340520038473444,0.332916793491995,0.62851759828322,0.365548358435735,0.00344310282501028,0.00249094045603443,0
"Aythya americana",0.658512813781207,0.976023976023976,0.937062937062937,0.937062937062937,0.961038961038961,0.966033966033966,0.926073926073926,0.926073926073926,0.97002997002997,0.020979020979021,0.0629370629370629,0.0629370629370629,0.032967032967033,0.030969030969031,0.0639360639360639,0.0639360639360639,0.020979020979021,0.964623448724378,0.035376551275622,0.0865677852017851,0.964623448724378,0.035376551275622,0.0653280762381042,1.80911490100728,-0.671151962351192,1.77115424328099,-1.10352502211103,0.434036259246967,0.883824819938708,0.0617741624095187,0.0324133464748097,0.021987671176964,0
"Aythya collaris",0.533578051326185,0.956043956043956,0.836163836163836,0.836163836163836,0.973026973026973,0.966033966033966,0.842157842157842,0.842157842157842,0.989010989010989,0.036963036963037,0.160839160839161,0.160839160839161,0.026973026973027,0.040959040959041,0.15984015984016,0.15984015984016,0.00999000999000999,0.964147112421121,0.0358528875788794,0.176320108191485,0.964147112421121,0.0358528875788794,0.163915946907301,2.10187988587561,0.408413332145795,1.91257958943183,-0.462027730262472,0.890787429951801,0.799200805081406,0.156684912538897,0.0297191748524557,0.0143951075272422,0
