"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","centroid_dist","centroid_NS_shift","centroid_EW_shift","n_routes_hist","n_routes_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","range_stability_NA","range_expansion_NA","range_unfilling_NA","range_stability_A","range_expansion_A","range_unfilling_A","range_stability_std","range_unfilling_std","range_expansion_std"
"Chaetura pelagica",862886.804185367,251749.136185727,881447.094308747,246707.248718888,19232.9144617322,-5041.88746683914,18560.29012338,405,378,0.938642211507043,1,0.952047952047952,0.952047952047952,1,1,0.957042957042957,0.957042957042957,1,0.001998001998002,0.0549450549450549,0.0549450549450549,0.001998001998002,0.001998001998002,0.0599400599400599,0.0599400599400599,0.001998001998002,0.992040289091927,0.00795971090807312,0,0.992040289091927,0.00795971090807312,0,0.992040289091927,0,0.00795971090807312
"Chamaea fasciata",-2155911.33573844,407158.532392524,-2166246.05784717,391175.540952806,19033.1945933101,-15982.9914397176,-10334.7221087324,22,20,0.827687655960741,0.997002997002997,0.994005994005994,0.994005994005994,1,1,0.999000999000999,0.999000999000999,1,0.001998001998002,0.00799200799200799,0.00799200799200799,0.001998001998002,0.001998001998002,0.003996003996004,0.003996003996004,0.000999000999000999,0.891549460869457,0.108450539130543,0,0.891549460869457,0.108450539130543,0,0.891549460869457,0,0.108450539130543
"Chondestes grammacus",-493526.468453172,112165.263863939,-423073.853521884,168966.540973533,90498.3758524828,56801.2771095938,70452.6149312882,119,131,0.919827035816576,0.999000999000999,0.817182817182817,0.817182817182817,1,0.999000999000999,0.829170829170829,0.829170829170829,1,0.001998001998002,0.161838161838162,0.161838161838162,0.000999000999000999,0.002997002997003,0.168831168831169,0.168831168831169,0.000999000999000999,0.980848285262968,0.0191517147370317,0.018391422292428,0.980848285262968,0.0191517147370317,0.018391422292428,0.963148337356595,0.0180455511543544,0.018806111489051
"Chordeiles minor",-125348.011570247,161092.644363094,-441233.781050296,210051.398443253,319657.283603994,48958.7540801594,-315885.769480049,155,121,0.897880493479564,1,0.884115884115884,0.884115884115884,1,1,0.914085914085914,0.914085914085914,1,0.000999000999000999,0.0929070929070929,0.0929070929070929,0.000999000999000999,0.001998001998002,0.115884115884116,0.115884115884116,0.001998001998002,0.996426099798348,0.00357390020165206,0.0269403811967248,0.996426099798348,0.00357390020165206,0.0269403811967248,0.96967536334545,0.0268466838216215,0.00347795283292827
"Circus hudsonius",-186332.441814294,748094.743011457,-298691.960357023,792565.806329135,120840.129426275,44471.0633176781,-112359.518542729,90,79,0.883454568352063,0.998001998001998,0.984015984015984,0.984015984015984,1,0.998001998001998,0.98001998001998,0.98001998001998,1,0.002997002997003,0.018981018981019,0.018981018981019,0.000999000999000999,0.003996003996004,0.018981018981019,0.018981018981019,0.000999000999000999,0.999369107234228,0.000630892765771655,0.0409807088845677,0.999369107234228,0.000630892765771655,0.0409807088845677,0.958439032679968,0.0409559133437044,0.000605053976327541
"Cistothorus palustris",63086.4633555342,771449.345219203,2204.84567552422,819680.862713481,77671.4275080341,48231.5174942785,-60881.61768001,50,55,0.84384938050781,0.996003996003996,0.916083916083916,0.916083916083916,1,0.996003996003996,0.925074925074925,0.925074925074925,1,0.001998001998002,0.0619380619380619,0.0619380619380619,0.000999000999000999,0.002997002997003,0.0749250749250749,0.0749250749250749,0.000999000999000999,0.998062470557066,0.00193752944293436,0.0390477555332786,0.998062470557066,0.00193752944293436,0.0390477555332786,0.959162937799873,0.0389750480603491,0.00186201413977765
"Coccothraustes vespertinus",-835736.421751134,979364.33783695,-949829.43628522,958531.043763047,115979.490029251,-20833.2940739034,-114093.014534087,31,17,0.831035749688872,0.996003996003996,0.982017982017982,0.982017982017982,1,0.994005994005994,0.98001998001998,0.98001998001998,1,0.002997002997003,0.014985014985015,0.014985014985015,0.000999000999000999,0.002997002997003,0.00799200799200799,0.00799200799200799,0.000999000999000999,0.858133005657433,0.141866994342567,0,0.858133005657433,0.141866994342567,0,0.858133005657433,0,0.141866994342567
"Coccyzus americanus",816868.838976095,160811.571452486,797199.729055528,140430.686378201,28324.0950690139,-20380.8850742851,-19669.1099205663,361,339,0.922716546705025,1,1,1,1,1,1,1,1,0.001998001998002,0.034965034965035,0.034965034965035,0.001998001998002,0.000999000999000999,0.034965034965035,0.034965034965035,0.000999000999000999,1,0,0.0163164305829247,1,0,0.0163164305829247,0.983683569417075,0.0163164305829247,0
"Coccyzus erythropthalmus",847261.411148692,636268.746019899,891411.276130285,684529.166856878,65408.5529365637,48260.4208369791,44149.8649815934,205,93,0.81300002826638,0.992007992007992,0.994005994005994,0.994005994005994,1,0.995004995004995,0.994005994005994,0.994005994005994,1,0.00599400599400599,0.00899100899100899,0.00899100899100899,0.003996003996004,0.00699300699300699,0.00599400599400599,0.00599400599400599,0.001998001998002,0.997923356332443,0.0020766436675573,0.0400834433179393,0.997923356332443,0.0020766436675573,0.0400834433179393,0.958002895273776,0.0400035341445276,0.00199357058169616
"Colaptes auratus auratus",893851.76811141,365694.893494342,915760.139071699,422218.551606043,60620.9587887067,56523.6581117011,21908.3709602884,406,365,0.873818696736042,0.998001998001998,1,1,1,1,1,1,1,0.000999000999000999,0.024975024975025,0.024975024975025,0.000999000999000999,0.001998001998002,0.018981018981019,0.018981018981019,0.000999000999000999,1,0,0.0266105006516043,1,0,0.0266105006516043,0.973389499348396,0.0266105006516043,0
"Colaptes auratus cafer",-1662642.17269632,662315.247167702,-1696738.56945589,666733.596949944,34381.4788335817,4418.34978224209,-34096.3967595666,68,62,0.953941001053997,1,1,1,1,1,1,1,1,0.000999000999000999,0.002997002997003,0.002997002997003,0.000999000999000999,0.001998001998002,0.011988011988012,0.011988011988012,0.001998001998002,1,0,0.0294952469962332,1,0,0.0294952469962332,0.970504753003767,0.0294952469962332,0
"Colinus virginianus",691522.49549301,34964.2614664886,569173.283362135,-63443.6072508998,157014.134187163,-98407.8687173884,-122349.212130874,287,209,0.895213787527235,1,0.953046953046953,0.953046953046953,0.997002997002997,1,0.952047952047952,0.952047952047952,0.997002997002997,0.002997002997003,0.0579420579420579,0.0579420579420579,0.00599400599400599,0.001998001998002,0.0679320679320679,0.0679320679320679,0.00599400599400599,0.998387477299442,0.00161252270055822,0.0408965244822658,0.998387477299442,0.00161252270055822,0.0408965244822658,0.957620051152942,0.0408332707224777,0.00154667812458019
"Contopus cooperi",-909333.274529483,765870.61410515,-1452358.29897302,797685.09818981,543956.19177419,31814.48408466,-543025.024443539,50,29,0.813707976001104,1,0.926073926073926,0.926073926073926,1,1,0.939060939060939,0.939060939060939,1,0.000999000999000999,0.0749250749250749,0.0749250749250749,0.000999000999000999,0.000999000999000999,0.0749250749250749,0.0749250749250749,0.000999000999000999,0.992506466943532,0.00749353305646843,0.171084580288203,0.992506466943532,0.00749353305646843,0.171084580288203,0.823759997961108,0.17002052339476,0.00621947864413173
"Contopus sordidulus",-1707845.18981,660070.570322422,-1754449.37747732,656602.515079387,46733.0473573036,-3468.05524303473,-46604.1876673249,57,57,0.93370521218712,1,0.994005994005994,0.994005994005994,1,1,0.997002997002997,0.997002997002997,1,0.000999000999000999,0.011988011988012,0.011988011988012,0.000999000999000999,0.001998001998002,0.00799200799200799,0.00799200799200799,0.001998001998002,0.989114515394532,0.0108854846054677,0.028893866925183,0.989114515394532,0.0108854846054677,0.028893866925183,0.960837378382202,0.0285883348916901,0.0105742867261083
"Contopus virens",951420.323384957,319410.948476645,922260.490782689,328690.837674078,30600.8526173525,9279.88919743325,-29159.832602268,372,382,0.957211008447878,1,0.987012987012987,0.987012987012987,1,1,0.985014985014985,0.985014985014985,1,0.001998001998002,0.020979020979021,0.020979020979021,0.001998001998002,0.003996003996004,0.018981018981019,0.018981018981019,0.003996003996004,0.996986631426287,0.00301336857371297,0.00461374713281805,0.996986631426287,0.00301336857371297,0.00461374713281805,0.992400584480632,0.00459990816435902,0.00299950735500852
"Corvus brachyrhynchos",612175.525600079,358283.338522141,587646.170064877,340133.918843327,30513.7791440201,-18149.4196788139,-24529.3555352015,478,480,0.947497551872154,1,0.893106893106893,0.893106893106893,1,1,0.902097902097902,0.902097902097902,1,0.002997002997003,0.0949050949050949,0.0949050949050949,0.002997002997003,0.000999000999000999,0.106893106893107,0.106893106893107,0.000999000999000999,0.995980470239272,0.00401952976072785,0.00329769944058159,0.995980470239272,0.00401952976072785,0.00329769944058159,0.992709184559553,0.00328448777608404,0.00400632766436314
"Corvus corax",-244357.829671049,673761.275675658,210178.368890107,622835.516902472,457380.13589251,-50925.7587731858,454536.198561155,99,183,0.886643059590209,1,0.768231768231768,0.768231768231768,1,1,0.748251748251748,0.748251748251748,1,0.001998001998002,0.250749250749251,0.250749250749251,0.001998001998002,0.000999000999000999,0.251748251748252,0.251748251748252,0.000999000999000999,0.992168987707072,0.00783101229292791,0.0142855826557934,0.992168987707072,0.00783101229292791,0.0142855826557934,0.978104696757929,0.0141752978811062,0.00772000536096505
"Corvus ossifragus",1329596.47152369,-6805.16381405523,1150804.18038766,14640.6673400826,180073.893287063,21445.8311541378,-178792.291136024,54,109,0.784911364339988,0.988011988011988,0.972027972027972,0.972027972027972,1,0.993006993006993,0.975024975024975,0.975024975024975,1,0.010989010989011,0.036963036963037,0.036963036963037,0.000999000999000999,0.011988011988012,0.025974025974026,0.025974025974026,0.000999000999000999,0.878359479799132,0.121640520200868,0.00737855987913609,0.878359479799132,0.121640520200868,0.00737855987913609,0.872661693456679,0.00648685017181815,0.120851456371503
"Cyanocitta cristata",862843.098364446,327370.241921313,872638.84309577,298779.427714558,30222.3637700034,-28590.8142067545,9795.74473132391,423,423,0.929340696831008,1,0.986013986013986,0.986013986013986,1,1,0.985014985014985,0.985014985014985,1,0.001998001998002,0.023976023976024,0.023976023976024,0.001998001998002,0.000999000999000999,0.018981018981019,0.018981018981019,0.000999000999000999,0.99898443823496,0.00101556176504,0.0137043927848666,0.99898443823496,0.00101556176504,0.0137043927848666,0.985307676282017,0.0136906656695345,0.00100165804844808
"Cyanocitta stelleri",-1967614.36730614,686512.808619339,-1962173.00338545,699901.127862662,14451.8349519533,13388.3192433224,5441.36392068956,37,35,0.962956003741937,1,0.999000999000999,0.999000999000999,1,1,0.999000999000999,0.999000999000999,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,0.000999000999000999,0.99448050259652,0.00551949740348005,0.00683105842195711,0.99448050259652,0.00551949740348005,0.00683105842195711,0.987724389353272,0.00679361055908928,0.00548200008763891
"Dolichonyx oryzivorus",723633.531775055,717051.2070734,751112.243445817,717938.227818495,27493.0245860124,887.020745094633,27478.7116707617,200,173,0.907644356193765,1,1,1,1,1,1,1,1,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,0.001998001998002,0.001998001998002,0.993832271333967,0.00616772866603273,0.0125004785562358,0.993832271333967,0.00616772866603273,0.0125004785562358,0.981484564365653,0.0124243369072134,0.00609109872713366
"Dryobates pubescens",761925.030129229,341006.587914503,746312.584090325,322687.922535073,24069.1082635226,-18318.6653794294,-15612.4460389033,398,414,0.92681717847799,1,0.98001998001998,0.98001998001998,1,1,0.987012987012987,0.987012987012987,1,0.001998001998002,0.016983016983017,0.016983016983017,0.001998001998002,0.002997002997003,0.011988011988012,0.011988011988012,0.002997002997003,0.990887574318872,0.00911242568112819,0.00158013710836508,0.990887574318872,0.00911242568112819,0.00158013710836508,0.989336081425934,0.00156576077160364,0.00909815780246252
"Dryobates scalaris",-457766.906564038,-619918.25392549,-445368.507891321,-636807.813842201,20951.7904683061,-16889.5599167107,12398.3986727174,24,22,0.826439461302278,1,0.997002997002997,0.997002997002997,1,1,0.997002997002997,0.997002997002997,1,0.000999000999000999,0.004995004995005,0.004995004995005,0.000999000999000999,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,0.990215461770249,0.00978453822975064,0.073923138134241,0.990215461770249,0.00978453822975064,0.073923138134241,0.917679388369449,0.0732528184029007,0.00906779322765048
"Dryobates villosus",632042.128459337,420537.56915754,692159.86696924,461628.563989884,72819.0383063166,41090.9948323442,60117.7385099028,257,282,0.899251812155031,1,0.954045954045954,0.954045954045954,1,1,0.966033966033966,0.966033966033966,1,0.000999000999000999,0.0539460539460539,0.0539460539460539,0.000999000999000999,0.001998001998002,0.045954045954046,0.045954045954046,0.001998001998002,0.994710910481893,0.00528908951810745,0.00556790023173553,0.994710910481893,0.00528908951810745,0.00556790023173553,0.989201590491977,0.00553861421631193,0.00525979529171111
"Dryocopus pileatus",820449.397983576,251417.078645127,850976.027757727,314055.879696135,69681.3785919585,62638.801051008,30526.6297741511,233,325,0.899620065256919,0.998001998001998,0.992007992007992,0.992007992007992,1,0.999000999000999,0.994005994005994,0.994005994005994,1,0.003996003996004,0.00999000999000999,0.00999000999000999,0.001998001998002,0.003996003996004,0.012987012987013,0.012987012987013,0.001998001998002,0.992055183648196,0.00794481635180394,0.00787765678391241,0.992055183648196,0.00794481635180394,0.00787765678391241,0.984301717436011,0.00781555939627456,0.00788272316771393
"Dumetella carolinensis",861499.636394397,414722.683507413,855849.12291532,452882.159680878,38575.561232605,38159.4761734647,-5650.51347907737,392,369,0.930203098541837,1,0.99000999000999,0.99000999000999,1,1,0.991008991008991,0.991008991008991,1,0.002997002997003,0.020979020979021,0.020979020979021,0.002997002997003,0.000999000999000999,0.012987012987013,0.012987012987013,0.000999000999000999,0.99695969726142,0.00304030273858007,0.00176284299058481,0.99695969726142,0.00304030273858007,0.00176284299058481,0.995207547738065,0.00175749283362991,0.00303495942830495
"Empidonax alnorum",1144603.63142394,840492.818700776,1211149.75812882,861691.554399404,69841.0579433207,21198.7356986278,66546.1267048805,75,77,0.920032334347072,1,0.997002997002997,0.997002997002997,1,1,0.998001998001998,0.998001998001998,0.998001998001998,0.001998001998002,0.002997002997003,0.002997002997003,0.002997002997003,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.983193576363463,0.0168064236365369,0.0387328300723457,0.983193576363463,0.0168064236365369,0.0387328300723457,0.945727337641463,0.0381066756564625,0.0161659867020742
"Empidonax difficilis",-2110993.98782179,758744.876927626,-2100020.85670942,739554.494280519,22106.1166320915,-19190.3826471078,10973.1311123678,21,25,0.956530111034402,1,0.995004995004995,0.995004995004995,1,1,0.994005994005994,0.994005994005994,1,0.000999000999000999,0.002997002997003,0.002997002997003,0.000999000999000999,0.000999000999000999,0.00799200799200799,0.00799200799200799,0.000999000999000999,0.990359701643891,0.00964029835610869,0.00586372661945238,0.990359701643891,0.00964029835610869,0.00586372661945238,0.98460816110161,0.00580752683366933,0.00958431206472101
"Empidonax hammondii",-1774341.91198071,856840.627631704,-1674107.74432959,956188.491620954,141127.199518522,99347.8639892496,100234.167651127,20,20,0.822725361226024,1,0.965034965034965,0.965034965034965,1,1,0.968031968031968,0.968031968031968,1,0.000999000999000999,0.02997002997003,0.02997002997003,0.000999000999000999,0.000999000999000999,0.044955044955045,0.044955044955045,0.000999000999000999,0.888877515840551,0.111122484159449,0.0193628958625064,0.888877515840551,0.111122484159449,0.0193628958625064,0.873545840673067,0.017248355250595,0.109205804076338
"Empidonax minimus",997482.916458629,790132.926122446,976870.287031703,823394.996748979,39131.1363782885,33262.0706265328,-20612.6294269257,142,122,0.912344745407652,1,0.986013986013986,0.986013986013986,1,1,0.985014985014985,0.985014985014985,1,0.000999000999000999,0.011988011988012,0.011988011988012,0.000999000999000999,0.000999000999000999,0.015984015984016,0.015984015984016,0.000999000999000999,0.995440908309252,0.00455909169074821,0.024530900184091,0.995440908309252,0.00455909169074821,0.024530900184091,0.971130456641571,0.0244217928605846,0.00444775049784434
"Empidonax oberholseri",-1711429.01434415,786475.967882166,-1667516.13563575,714377.73976057,84418.5726883122,-72098.2281215957,43912.8787083949,23,26,0.776585729852466,0.997002997002997,0.986013986013986,0.986013986013986,0.999000999000999,0.997002997002997,0.992007992007992,0.992007992007992,1,0.00699300699300699,0.013986013986014,0.013986013986014,0.002997002997003,0.001998001998002,0.010989010989011,0.010989010989011,0.000999000999000999,0.930305082653465,0.0696949173465353,0.0688126595345012,0.930305082653465,0.0696949173465353,0.0688126595345012,0.870462962634927,0.0643252639745372,0.0652117733905359
"Empidonax traillii",594348.440394923,643018.69118287,641525.530461465,633604.496331164,48107.2228657249,-9414.1948517058,47177.0900665423,171,174,0.913569742652335,1,0.96003996003996,0.96003996003996,1,1,0.956043956043956,0.956043956043956,1,0.001998001998002,0.0549450549450549,0.0549450549450549,0.001998001998002,0.001998001998002,0.046953046953047,0.046953046953047,0.001998001998002,0.999923117323785,7.68826762153611e-05,0.0254222889376216,0.999923117323785,7.68826762153611e-05,0.0254222889376216,0.974504687621936,0.0254203840890076,7.49282890561758e-05
"Empidonax virescens",1078702.222925,66395.1194345813,1046536.82190332,61637.5892503588,32515.3366327247,-4757.53018422249,-32165.401021682,148,187,0.921877098513942,1,0.978021978021978,0.978021978021978,1,1,0.989010989010989,0.989010989010989,1,0.000999000999000999,0.013986013986014,0.013986013986014,0.000999000999000999,0.000999000999000999,0.014985014985015,0.014985014985015,0.000999000999000999,0.997307760666487,0.00269223933351323,0.0214050630149953,0.997307760666487,0.00269223933351323,0.0214050630149953,0.976016570650326,0.0213486657337672,0.00263476361590675
"Eremophila alpestris",269184.918765854,430708.046126536,165082.764838614,444568.786090161,105020.848238005,13860.7399636247,-104102.15392724,265,223,0.890837706724513,0.998001998001998,0.999000999000999,0.999000999000999,1,0.998001998001998,0.999000999000999,0.999000999000999,1,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,0.003996003996004,0.001998001998002,0.001998001998002,0.001998001998002,0.982793711231736,0.0172062887682645,0.00311304693234406,0.982793711231736,0.0172062887682645,0.00311304693234406,0.979786709563951,0.00305964683475252,0.0171536436012968
"Euphagus cyanocephalus",-986986.233694978,786336.148785152,-1108536.07018929,794278.109332016,121809.020557268,7941.96054686385,-121549.836494307,101,83,0.905373660470676,1,1,1,1,1,1,1,1,0.000999000999000999,0.112887112887113,0.112887112887113,0.000999000999000999,0.000999000999000999,0.117882117882118,0.117882117882118,0.000999000999000999,1,0,0.0379787133343062,1,0,0.0379787133343062,0.962021286665694,0.0379787133343062,0
"Falco sparverius",320085.062138598,481098.818636142,280273.254693013,415433.659308895,76791.2310199356,-65665.1593272474,-39811.807445585,302,254,0.91406771937545,0.996003996003996,0.654345654345654,0.654345654345654,1,0.992007992007992,0.653346653346653,0.653346653346653,1,0.003996003996004,0.318681318681319,0.318681318681319,0.000999000999000999,0.003996003996004,0.346653346653347,0.346653346653347,0.000999000999000999,0.999650900157146,0.000349099842853758,0.00306342125418058,0.999650900157146,0.000349099842853758,0.00306342125418058,0.99658961413552,0.0030623550893068,0.000348030775173319
"Fulica americana",-676700.677832002,746081.954111211,-861516.922266132,812173.523023386,196278.220106076,66091.5689121751,-184816.244434131,52,38,0.8218442405533,1,1,1,1,1,1,1,1,0.000999000999000999,0.040959040959041,0.040959040959041,0.000999000999000999,0.000999000999000999,0.047952047952048,0.047952047952048,0.000999000999000999,1,0,0.0802091830356062,1,0,0.0802091830356062,0.919790816964394,0.0802091830356062,0
"Gallinago delicata",-88361.4666651664,924257.422376696,-306149.050242438,926989.089318607,217804.714284858,2731.6669419111,-217787.583577272,83,62,0.881798903450199,0.999000999000999,0.924075924075924,0.924075924075924,1,0.998001998001998,0.918081918081918,0.918081918081918,1,0.000999000999000999,0.0819180819180819,0.0819180819180819,0.000999000999000999,0.000999000999000999,0.0889110889110889,0.0889110889110889,0.000999000999000999,0.980406931759948,0.0195930682400521,0.0419366257020272,0.980406931759948,0.0195930682400521,0.0419366257020272,0.940064393275888,0.0411487691255307,0.0187868375985814
"Gavia immer",567791.201519222,1002037.6008816,744420.157517796,965180.068339179,180433.549547366,-36857.5325424188,176628.955998574,25,32,0.413706725609238,0.973026973026973,1,1,1,0.981018981018981,1,1,1,0.026973026973027,0.0959040959040959,0.0959040959040959,0.002997002997003,0.033966033966034,0.103896103896104,0.103896103896104,0.000999000999000999,1,0,0.384795396214923,1,0,0.384795396214923,0.615204603785077,0.384795396214923,0
"Geococcyx californianus",-646737.559392205,-486376.630486344,-351468.175485362,-505468.453799229,295885.969235003,-19091.8233128845,295269.383906843,31,36,0.639585711355253,0.999000999000999,0.975024975024975,0.975024975024975,1,0.999000999000999,0.968031968031968,0.968031968031968,1,0.001998001998002,0.033966033966034,0.033966033966034,0.000999000999000999,0.001998001998002,0.041958041958042,0.041958041958042,0.000999000999000999,0.982974841700606,0.0170251582993939,0.204443205940961,0.982974841700606,0.0170251582993939,0.204443205940961,0.784743753980495,0.201664457024311,0.0135917889951937
"Geothlypis formosa",998046.28303404,20802.5927727334,853869.259562842,-68885.1528948157,169796.660214332,-89687.7456675491,-144177.023471198,140,117,0.850974539409263,1,0.999000999000999,0.999000999000999,1,1,0.999000999000999,0.999000999000999,1,0.000999000999000999,0.002997002997003,0.002997002997003,0.000999000999000999,0.000999000999000999,0.002997002997003,0.002997002997003,0.000999000999000999,0.998758273068243,0.00124172693175655,0.0443089489801402,0.998758273068243,0.00124172693175655,0.0443089489801402,0.954556863054725,0.0442563643330124,0.00118677261226262
"Geothlypis philadelphia",904868.926190275,864413.40969656,1029224.11802478,873701.275643337,124701.556486039,9287.86594677763,124355.1918345,49,50,0.83813341934527,0.999000999000999,0.999000999000999,0.999000999000999,1,1,1,1,1,0.00599400599400599,0.004995004995005,0.004995004995005,0.000999000999000999,0.002997002997003,0.002997002997003,0.002997002997003,0.000999000999000999,0.950883880361627,0.0491161196383731,0.000751428394522443,0.950883880361627,0.0491161196383731,0.000751428394522443,0.950204428643507,0.000714547519579153,0.0490810238369141
"Geothlypis tolmiei",-1696926.3826409,912805.63868843,-1766924.94329691,873160.44601036,80445.8811648839,-39645.19267807,-69998.5606560116,28,29,0.912997970266836,1,0.991008991008991,0.991008991008991,1,1,0.992007992007992,0.992007992007992,1,0.000999000999000999,0.003996003996004,0.003996003996004,0.000999000999000999,0.000999000999000999,0.004995004995005,0.004995004995005,0.000999000999000999,0.986635734636961,0.0133642653630392,0.0531173913370145,0.986635734636961,0.0133642653630392,0.0531173913370145,0.934891874501448,0.0524447456330494,0.012663379865502
"Geothlypis trichas",727468.170554295,379643.380113765,688210.789238614,406546.090759338,47590.9427080849,26902.7106455728,-39257.3813156813,443,430,0.941481402707209,1,0.839160839160839,0.839160839160839,1,1,0.868131868131868,0.868131868131868,1,0.002997002997003,0.163836163836164,0.163836163836164,0.002997002997003,0.001998001998002,0.152847152847153,0.152847152847153,0.001998001998002,0.992107758653954,0.00789224134604609,0.0017981372385288,0.992107758653954,0.00789224134604609,0.0017981372385288,0.990337866962997,0.0017839712223988,0.00787816181460452
"Haemorhous cassinii",-1700703.97724433,833054.81778665,-1698901.50364734,766020.687419663,67058.3592486878,-67034.1303669871,1802.47359699267,21,21,0.866795681504071,1,1,1,1,0.999000999000999,1,1,1,0.001998001998002,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.982250960954993,0.017749039045007,0.0415682592310781,0.982250960954993,0.017749039045007,0.0415682592310781,0.942115588110632,0.0408606093959323,0.0170238024934359
"Haemorhous mexicanus",441946.696636523,465427.982623961,593031.919319999,289661.144615332,231777.319548025,-175766.83800863,151085.222683476,135,364,0.572149184952393,0.977022977022977,0.725274725274725,0.725274725274725,1,0.975024975024975,0.744255744255744,0.744255744255744,1,0.016983016983017,0.277722277722278,0.277722277722278,0.000999000999000999,0.024975024975025,0.270729270729271,0.270729270729271,0.000999000999000999,0.689006009155498,0.310993990844502,0.0312731669174278,0.689006009155498,0.310993990844502,0.0312731669174278,0.674013911472368,0.02175902312014,0.304227065407492
"Haemorhous purpureus",526862.839123429,795054.765942052,476393.513449035,789389.946284997,50786.2482939529,-5664.81965705508,-50469.3256743943,109,99,0.94723552296326,1,0.992007992007992,0.992007992007992,1,1,0.992007992007992,0.992007992007992,1,0.001998001998002,0.00899100899100899,0.00899100899100899,0.001998001998002,0.000999000999000999,0.010989010989011,0.010989010989011,0.000999000999000999,0.998242752872786,0.00175724712721425,0.0168985066716298,0.998242752872786,0.00175724712721425,0.0168985066716298,0.981403083673078,0.0168693127510774,0.00172760357584434
"Helmitheros vermivorum",1277154.34567346,173657.916627722,1308197.23774367,201265.72077319,41543.3748968179,27607.8041454679,31042.8920702154,53,77,0.882885789792283,1,0.993006993006993,0.993006993006993,1,1,0.993006993006993,0.993006993006993,1,0.000999000999000999,0.016983016983017,0.016983016983017,0.000999000999000999,0.000999000999000999,0.013986013986014,0.013986013986014,0.000999000999000999,0.978317931156574,0.0216820688434263,0.0104687169510185,0.978317931156574,0.0216820688434263,0.0104687169510185,0.968295984802341,0.0102440587410935,0.0214599564565658
"Hylocichla mustelina",1118998.6390868,318735.334464211,1084974.13177685,327955.153073434,35251.5553255663,9219.81860922283,-34024.5073099448,312,315,0.943795827174417,1,0.985014985014985,0.985014985014985,1,1,0.989010989010989,0.989010989010989,1,0.000999000999000999,0.01998001998002,0.01998001998002,0.000999000999000999,0.000999000999000999,0.014985014985015,0.014985014985015,0.000999000999000999,0.995567687473657,0.00443231252634329,0.00677921564608453,0.995567687473657,0.00443231252634329,0.00677921564608453,0.988848231948533,0.00674937084606942,0.00440239720539733
"Icteria virens",671074.245617535,96824.6223457953,563244.641625676,21344.9061580605,131622.228566538,-75479.7161877348,-107829.603991859,233,195,0.834960288960897,1,0.982017982017982,0.982017982017982,1,1,0.981018981018981,0.981018981018981,1,0.000999000999000999,0.027972027972028,0.027972027972028,0.000999000999000999,0.001998001998002,0.01998001998002,0.01998001998002,0.001998001998002,0.983259527529304,0.0167404724706956,0.0188914023730634,0.983259527529304,0.0167404724706956,0.0188914023730634,0.964989555070692,0.0185810276403018,0.0164294172890059
"Icterus bullockii",-1436003.25683203,289476.566121154,-1466703.14222883,374474.760427969,90372.4294173588,84998.1943068155,-30699.8853967946,60,58,0.914408382572568,0.995004995004995,0.98001998001998,0.98001998001998,1,0.998001998001998,0.978021978021978,0.978021978021978,1,0.004995004995005,0.028971028971029,0.028971028971029,0.000999000999000999,0.001998001998002,0.020979020979021,0.020979020979021,0.000999000999000999,0.967996283135753,0.0320037168642473,0.00621591379074145,0.967996283135753,0.0320037168642473,0.00621591379074145,0.962170708565379,0.00601817865612275,0.0318111127784983
"Icterus galbula",864302.733550356,474962.952393542,857840.911999758,467833.444775637,9622.11081964529,-7129.50761790486,-6461.8215505979,336,304,0.908993227742066,0.999000999000999,0.995004995004995,0.995004995004995,1,0.997002997002997,0.999000999000999,0.999000999000999,1,0.002997002997003,0.00899100899100899,0.00899100899100899,0.001998001998002,0.000999000999000999,0.004995004995005,0.004995004995005,0.000999000999000999,0.997998719315014,0.00200128068498634,0.0109575790197941,0.997998719315014,0.00200128068498634,0.0109575790197941,0.987084715455968,0.010935889643763,0.00197939490026914
"Icterus spurius",682370.745712723,64673.4560408947,705328.745201295,156711.628146759,94858.2883310988,92038.1721058639,22957.9994885717,245,292,0.856005433373621,0.995004995004995,0.962037962037962,0.962037962037962,1,0.992007992007992,0.958041958041958,0.958041958041958,1,0.00599400599400599,0.044955044955045,0.044955044955045,0.000999000999000999,0.00699300699300699,0.043956043956044,0.043956043956044,0.000999000999000999,0.93799880384298,0.0620011961570205,0,0.93799880384298,0.0620011961570205,0,0.937998803842979,0,0.0620011961570205
